Date,Open,High,Low,Close
20250207,4542.96,4639.96,4531.02,4606.19
20250210,4616.93,4633.01,4593.34,4627.01
20250211,4631.23,4631.23,4589.74,4603.14
20250212,4592.66,4653.52,4586.05,4652.67
20250213,4646.46,4673.18,4630.37,4630.56
20250214,4626.83,4680.18,4626.83,4675.97
20250217,4695.53,4697.86,4650.05,4681.52
20250218,4676.19,4696.7,4614.63,4629.25
20250219,4622.44,4674.85,4619.77,4674.28
20250220,4669.6,4681.29,4647.27,4667.88
20250221,4679.27,4738.14,4668.32,4734.86
20250224,4728.67,4751.84,4697.3,4725.35
20250225,4675.99,4714.77,4661.33,4673.99
20250226,4682.26,4712.92,4674.69,4712.62
20250227,4715.19,4726.83,4666.33,4712.33
20250228,4690.26,4710.33,4600.87,4606.36
20250303,4619.52,4666.39,4590.34,4611.58
20250304,4582.4,4619.65,4571.56,4613.8
20250305,4616.51,4637.18,4599.16,4632.25
20250306,4658.8,4714.48,4654.32,4704.58
20250307,4691.89,4722.65,4676.88,4690.56
20250310,4695.09,4703.32,4647.87,4677.52
20250311,4627.47,4692.04,4626.03,4692.04
20250312,4702.18,4709.99,4672.44,4676.3
20250313,4674.31,4685.52,4627.27,4648.53
20250314,4656.84,4760.57,4656.05,4755.15
20250317,4772.79,4773.67,4743.43,4748.1
20250318,4765.91,4778.26,4751.57,4765.55
20250319,4760.18,4778.0,4735.37,4758.89
20250320,4759.64,4760.99,4713.25,4718.18
20250321,4706.38,4725.76,4630.97,4642.74
20250324,4645.2,4667.36,4620.0,4661.75
20250325,4664.75,4675.27,4642.38,4653.25
20250326,4649.7,4666.88,4635.54,4638.73
20250327,4628.29,4679.45,4612.92,4652.07
20250328,4649.09,4654.62,4619.64,4627.14
20250331,4612.6,4637.17,4569.19,4591.71
20250401,4599.36,4619.71,4588.89,4596.44
20250402,4592.3,4613.59,4581.96,4590.67
20250403,4541.08,4587.14,4540.42,4554.25
20250407,4319.46,4359.1,4117.62,4199.09
20250408,4204.8,4259.31,4185.43,4259.31
20250409,4201.71,4315.34,4162.83,4311.84
20250410,4391.88,4409.12,4349.24,4376.28
20250411,4366.75,4419.76,4349.81,4400.64
20250414,4431.98,4441.24,4410.15,4417.52
20250415,4415.16,4415.86,4388.31,4412.31
20250416,4408.37,4417.86,4357.23,4415.38
20250417,4393.8,4425.34,4390.48,4412.42
20250418,4399.41,4422.5,4390.65,4413.14
20250421,4409.68,4449.47,4401.31,4444.33
20250422,4438.65,4456.2,4435.6,4436.51
20250423,4460.99,4468.75,4436.92,4444.97
20250424,4446.36,4466.18,4423.07,4435.18
20250425,4444.7,4463.85,4436.79,4443.17
20250428,4441.32,4444.37,4422.87,4432.14
20250429,4425.82,4443.39,4419.1,4431.63
20250430,4433.0,4452.09,4426.55,4435.81
20250506,4465.59,4494.97,4454.9,4494.63
20250507,4555.08,4558.13,4494.86,4517.5
20250508,4504.16,4558.64,4498.89,4543.64
20250509,4539.06,4539.06,4514.22,4526.24
20250512,4551.69,4583.34,4543.62,4583.19
